fecha,mes,anio,linea,tipo_pago,afluencia
2022-02-13,Febrero,2022,Línea 2,Prepago,1951
2022-02-13,Febrero,2022,Línea 2,Gratuidad,3599
2022-02-13,Febrero,2022,Línea 3,Boleto,5504
2022-02-13,Febrero,2022,Línea 3,Prepago,1885
2022-02-13,Febrero,2022,Línea 3,Gratuidad,3824
2022-02-13,Febrero,2022,Línea 4,Boleto,5623
2022-02-13,Febrero,2022,Línea 4,Prepago,0
2022-02-13,Febrero,2022,Línea 4,Gratuidad,1973
2022-02-13,Febrero,2022,Línea 5,Boleto,3430
2022-02-13,Febrero,2022,Línea 5,Prepago,0
2022-02-13,Febrero,2022,Línea 5,Gratuidad,1242
2022-02-13,Febrero,2022,Línea 6,Boleto,1800
2022-02-13,Febrero,2022,Línea 6,Prepago,0
2022-02-13,Febrero,2022,Línea 6,Gratuidad,572
2022-02-13,Febrero,2022,Línea 7,Boleto,14133
2022-02-13,Febrero,2022,Línea 7,Prepago,1462
2022-02-13,Febrero,2022,Línea 7,Gratuidad,4173
2022-02-13,Febrero,2022,Línea 8,Boleto,0
2022-02-13,Febrero,2022,Línea 8,Prepago,0
2022-02-13,Febrero,2022,Línea 8,Gratuidad,0
2022-02-13,Febrero,2022,Línea 9,Boleto,2824
2022-02-13,Febrero,2022,Línea 9,Prepago,1011
2022-02-13,Febrero,2022,Línea 9,Gratuidad,2227
2022-02-13,Febrero,2022,Línea 10 (Trolebús elevado),Boleto,0
2022-02-13,Febrero,2022,Línea 10 (Trolebús elevado),Prepago,0
2022-02-13,Febrero,2022,Línea 10 (Trolebús elevado),Gratuidad,0
2022-02-14,Febrero,2022,Línea 1,Boleto,37524
2022-02-14,Febrero,2022,Línea 1,Prepago,16956
2022-02-14,Febrero,2022,Línea 1,Gratuidad,22676
2022-02-14,Febrero,2022,Línea 1 Nochebús,Boleto,416
2022-02-14,Febrero,2022,Línea 1 Nochebús,Prepago,138
2022-02-14,Febrero,2022,Línea 1 Nochebús,Gratuidad,0
2022-02-14,Febrero,2022,Línea 2,Boleto,10555
2022-02-14,Febrero,2022,Línea 2,Prepago,4596
2022-02-14,Febrero,2022,Línea 2,Gratuidad,7215
2022-02-14,Febrero,2022,Línea 3,Boleto,5641
2022-02-14,Febrero,2022,Línea 3,Prepago,2921
2022-02-14,Febrero,2022,Línea 3,Gratuidad,4431
2022-02-14,Febrero,2022,Línea 4,Boleto,7492
2022-02-14,Febrero,2022,Línea 4,Prepago,0
2022-02-14,Febrero,2022,Línea 4,Gratuidad,2628
2022-02-14,Febrero,2022,Línea 5,Boleto,5354
2022-02-14,Febrero,2022,Línea 5,Prepago,0
2022-02-14,Febrero,2022,Línea 5,Gratuidad,1938
2022-02-14,Febrero,2022,Línea 6,Boleto,2527
2022-02-14,Febrero,2022,Línea 6,Prepago,0
2022-02-14,Febrero,2022,Línea 6,Gratuidad,803
2022-02-14,Febrero,2022,Línea 7,Boleto,18968
2022-02-14,Febrero,2022,Línea 7,Prepago,2100
2022-02-14,Febrero,2022,Línea 7,Gratuidad,5638
2022-02-14,Febrero,2022,Línea 8,Boleto,1095
2022-02-14,Febrero,2022,Línea 8,Prepago,275
2022-02-14,Febrero,2022,Línea 8,Gratuidad,50
2022-02-14,Febrero,2022,Línea 9,Boleto,4474
2022-02-14,Febrero,2022,Línea 9,Prepago,1871
2022-02-14,Febrero,2022,Línea 9,Gratuidad,3683
2022-02-14,Febrero,2022,Línea 10 (Trolebús elevado),Boleto,0
2022-02-14,Febrero,2022,Línea 10 (Trolebús elevado),Prepago,0
2022-02-14,Febrero,2022,Línea 10 (Trolebús elevado),Gratuidad,0
2022-02-15,Febrero,2022,Línea 1,Boleto,36928
2022-02-15,Febrero,2022,Línea 1,Prepago,17253
2022-02-15,Febrero,2022,Línea 1,Gratuidad,22552
2022-02-15,Febrero,2022,Línea 1 Nochebús,Boleto,480
2022-02-15,Febrero,2022,Línea 1 Nochebús,Prepago,167
2022-02-15,Febrero,2022,Línea 1 Nochebús,Gratuidad,0
2022-02-15,Febrero,2022,Línea 2,Boleto,10631
2022-02-15,Febrero,2022,Línea 2,Prepago,4935
2022-02-15,Febrero,2022,Línea 2,Gratuidad,7413
2022-02-15,Febrero,2022,Línea 3,Boleto,5627
2022-02-15,Febrero,2022,Línea 3,Prepago,3223
2022-02-15,Febrero,2022,Línea 3,Gratuidad,4579
2022-02-15,Febrero,2022,Línea 4,Boleto,9668
2022-02-15,Febrero,2022,Línea 4,Prepago,0
2022-02-15,Febrero,2022,Línea 4,Gratuidad,3392
2022-02-15,Febrero,2022,Línea 5,Boleto,4790
2022-02-15,Febrero,2022,Línea 5,Prepago,0
2022-02-15,Febrero,2022,Línea 5,Gratuidad,1734
2022-02-15,Febrero,2022,Línea 6,Boleto,3069
2022-02-15,Febrero,2022,Línea 6,Prepago,0
2022-02-15,Febrero,2022,Línea 6,Gratuidad,975
2022-02-15,Febrero,2022,Línea 7,Boleto,17714
2022-02-15,Febrero,2022,Línea 7,Prepago,2275
2022-02-15,Febrero,2022,Línea 7,Gratuidad,5349
2022-02-15,Febrero,2022,Línea 8,Boleto,1563
2022-02-15,Febrero,2022,Línea 8,Prepago,444
2022-02-15,Febrero,2022,Línea 8,Gratuidad,73
2022-02-15,Febrero,2022,Línea 9,Boleto,4604
2022-02-15,Febrero,2022,Línea 9,Prepago,2043
2022-02-15,Febrero,2022,Línea 9,Gratuidad,3859
2022-02-15,Febrero,2022,Línea 10 (Trolebús elevado),Boleto,0
2022-02-15,Febrero,2022,Línea 10 (Trolebús elevado),Prepago,0
2022-02-15,Febrero,2022,Línea 10 (Trolebús elevado),Gratuidad,0
2022-02-16,Febrero,2022,Línea 1,Boleto,37220
2022-02-16,Febrero,2022,Línea 1,Prepago,17522
2022-02-16,Febrero,2022,Línea 1,Gratuidad,22785
2022-02-16,Febrero,2022,Línea 1 Nochebús,Boleto,375
2022-02-16,Febrero,2022,Línea 1 Nochebús,Prepago,153
2022-02-16,Febrero,2022,Línea 1 Nochebús,Gratuidad,0
2022-02-16,Febrero,2022,Línea 2,Boleto,10841
2022-02-16,Febrero,2022,Línea 2,Prepago,4694
2022-02-16,Febrero,2022,Línea 2,Gratuidad,7398
2022-02-16,Febrero,2022,Línea 3,Boleto,5532
2022-02-16,Febrero,2022,Línea 3,Prepago,3070
2022-02-16,Febrero,2022,Línea 3,Gratuidad,4451
2022-02-16,Febrero,2022,Línea 4,Boleto,10274
2022-02-16,Febrero,2022,Línea 4,Prepago,0
2022-02-16,Febrero,2022,Línea 4,Gratuidad,3604
2022-02-16,Febrero,2022,Línea 5,Boleto,2545
2022-02-16,Febrero,2022,Línea 5,Prepago,0
2022-02-16,Febrero,2022,Línea 5,Gratuidad,921
2022-02-16,Febrero,2022,Línea 6,Boleto,5881
2022-02-16,Febrero,2022,Línea 6,Prepago,0
2022-02-16,Febrero,2022,Línea 6,Gratuidad,1868
2022-02-16,Febrero,2022,Línea 7,Boleto,18295
2022-02-16,Febrero,2022,Línea 7,Prepago,2419
2022-02-16,Febrero,2022,Línea 7,Gratuidad,5543
2022-02-16,Febrero,2022,Línea 8,Boleto,1724
2022-02-16,Febrero,2022,Línea 8,Prepago,570
2022-02-16,Febrero,2022,Línea 8,Gratuidad,83
2022-02-16,Febrero,2022,Línea 9,Boleto,4538
2022-02-16,Febrero,2022,Línea 9,Prepago,2124
2022-02-16,Febrero,2022,Línea 9,Gratuidad,3867
2022-02-16,Febrero,2022,Línea 10 (Trolebús elevado),Boleto,0
2022-02-16,Febrero,2022,Línea 10 (Trolebús elevado),Prepago,0
2022-02-16,Febrero,2022,Línea 10 (Trolebús elevado),Gratuidad,0
2022-02-17,Febrero,2022,Línea 1,Boleto,36223
2022-02-17,Febrero,2022,Línea 1,Prepago,18101
2022-02-17,Febrero,2022,Línea 1,Gratuidad,22611
2022-02-17,Febrero,2022,Línea 1 Nochebús,Boleto,403
2022-02-17,Febrero,2022,Línea 1 Nochebús,Prepago,133
2022-02-17,Febrero,2022,Línea 1 Nochebús,Gratuidad,0
2022-02-17,Febrero,2022,Línea 2,Boleto,10686
2022-02-17,Febrero,2022,Línea 2,Prepago,4689
2022-02-17,Febrero,2022,Línea 2,Gratuidad,7322
2022-02-17,Febrero,2022,Línea 3,Boleto,5703
2022-02-17,Febrero,2022,Línea 3,Prepago,3101
2022-02-17,Febrero,2022,Línea 3,Gratuidad,4556
2022-02-17,Febrero,2022,Línea 4,Boleto,10528
2022-02-17,Febrero,2022,Línea 4,Prepago,0
2022-02-17,Febrero,2022,Línea 4,Gratuidad,3693
2022-02-17,Febrero,2022,Línea 5,Boleto,4311
2022-02-17,Febrero,2022,Línea 5,Prepago,0
2022-02-17,Febrero,2022,Línea 5,Gratuidad,1561
2022-02-17,Febrero,2022,Línea 6,Boleto,4876
2022-02-17,Febrero,2022,Línea 6,Prepago,0
2022-02-17,Febrero,2022,Línea 6,Gratuidad,1549
2022-02-17,Febrero,2022,Línea 7,Boleto,18876
2022-02-17,Febrero,2022,Línea 7,Prepago,2330
2022-02-17,Febrero,2022,Línea 7,Gratuidad,5674
2022-02-17,Febrero,2022,Línea 8,Boleto,1508
2022-02-17,Febrero,2022,Línea 8,Prepago,948
2022-02-17,Febrero,2022,Línea 8,Gratuidad,89
2022-02-17,Febrero,2022,Línea 9,Boleto,3607
2022-02-17,Febrero,2022,Línea 9,Prepago,2027
2022-02-17,Febrero,2022,Línea 9,Gratuidad,3271
2022-02-17,Febrero,2022,Línea 10 (Trolebús elevado),Boleto,0
2022-02-17,Febrero,2022,Línea 10 (Trolebús elevado),Prepago,0
2022-02-17,Febrero,2022,Línea 10 (Trolebús elevado),Gratuidad,0
2022-02-18,Febrero,2022,Línea 1,Boleto,38852
2022-02-18,Febrero,2022,Línea 1,Prepago,18469
2022-02-18,Febrero,2022,Línea 1,Gratuidad,23859
2022-02-18,Febrero,2022,Línea 1 Nochebús,Boleto,442
2022-02-18,Febrero,2022,Línea 1 Nochebús,Prepago,169
2022-02-18,Febrero,2022,Línea 1 Nochebús,Gratuidad,0
2022-02-18,Febrero,2022,Línea 2,Boleto,10965
2022-02-18,Febrero,2022,Línea 2,Prepago,4959
2022-02-18,Febrero,2022,Línea 2,Gratuidad,7584
2022-02-18,Febrero,2022,Línea 3,Boleto,6453
2022-02-18,Febrero,2022,Línea 3,Prepago,3272
2022-02-18,Febrero,2022,Línea 3,Gratuidad,5032
2022-02-18,Febrero,2022,Línea 4,Boleto,7448
2022-02-18,Febrero,2022,Línea 4,Prepago,0
2022-02-18,Febrero,2022,Línea 4,Gratuidad,2613
2022-02-18,Febrero,2022,Línea 5,Boleto,5804
2022-02-18,Febrero,2022,Línea 5,Prepago,0
2022-02-18,Febrero,2022,Línea 5,Gratuidad,2101
2022-02-18,Febrero,2022,Línea 6,Boleto,4637
2022-02-18,Febrero,2022,Línea 6,Prepago,0
2022-02-18,Febrero,2022,Línea 6,Gratuidad,1473
2022-02-18,Febrero,2022,Línea 7,Boleto,19457
2022-02-18,Febrero,2022,Línea 7,Prepago,2359
2022-02-18,Febrero,2022,Línea 7,Gratuidad,5838
2022-02-18,Febrero,2022,Línea 8,Boleto,991
2022-02-18,Febrero,2022,Línea 8,Prepago,415
2022-02-18,Febrero,2022,Línea 8,Gratuidad,51
2022-02-18,Febrero,2022,Línea 9,Boleto,4579
2022-02-18,Febrero,2022,Línea 9,Prepago,2093
2022-02-18,Febrero,2022,Línea 9,Gratuidad,3873
2022-02-18,Febrero,2022,Línea 10 (Trolebús elevado),Boleto,0
2022-02-18,Febrero,2022,Línea 10 (Trolebús elevado),Prepago,0
2022-02-18,Febrero,2022,Línea 10 (Trolebús elevado),Gratuidad,0
2022-02-19,Febrero,2022,Línea 1,Boleto,36484
2022-02-19,Febrero,2022,Línea 1,Prepago,15732
2022-02-19,Febrero,2022,Línea 1,Gratuidad,21734
2022-02-19,Febrero,2022,Línea 1 Nochebús,Boleto,676
2022-02-19,Febrero,2022,Línea 1 Nochebús,Prepago,219
2022-02-19,Febrero,2022,Línea 1 Nochebús,Gratuidad,0
2022-02-19,Febrero,2022,Línea 2,Boleto,8172
2022-02-19,Febrero,2022,Línea 2,Prepago,3803
2022-02-19,Febrero,2022,Línea 2,Gratuidad,5703
2022-02-19,Febrero,2022,Línea 3,Boleto,5842
2022-02-19,Febrero,2022,Línea 3,Prepago,2261
2022-02-19,Febrero,2022,Línea 3,Gratuidad,4193
2022-02-19,Febrero,2022,Línea 4,Boleto,6370
2022-02-19,Febrero,2022,Línea 4,Prepago,0
2022-02-19,Febrero,2022,Línea 4,Gratuidad,2235
2022-02-19,Febrero,2022,Línea 5,Boleto,4732
2022-02-19,Febrero,2022,Línea 5,Prepago,0
2022-02-19,Febrero,2022,Línea 5,Gratuidad,1713
2022-02-19,Febrero,2022,Línea 6,Boleto,3714
2022-02-19,Febrero,2022,Línea 6,Prepago,0
2022-02-19,Febrero,2022,Línea 6,Gratuidad,1180
2022-02-19,Febrero,2022,Línea 7,Boleto,17885
2022-02-19,Febrero,2022,Línea 7,Prepago,1961
2022-02-19,Febrero,2022,Línea 7,Gratuidad,5311
2022-02-19,Febrero,2022,Línea 8,Boleto,0
2022-02-19,Febrero,2022,Línea 8,Prepago,0
2022-02-19,Febrero,2022,Línea 8,Gratuidad,0
2022-02-19,Febrero,2022,Línea 9,Boleto,2875
2022-02-19,Febrero,2022,Línea 9,Prepago,1084
2022-02-19,Febrero,2022,Línea 9,Gratuidad,2298
2022-02-19,Febrero,2022,Línea 10 (Trolebús elevado),Boleto,0
2022-02-19,Febrero,2022,Línea 10 (Trolebús elevado),Prepago,0
2022-02-19,Febrero,2022,Línea 10 (Trolebús elevado),Gratuidad,0
2022-02-20,Febrero,2022,Línea 1,Boleto,25230
2022-02-20,Febrero,2022,Línea 1,Prepago,9937
2022-02-20,Febrero,2022,Línea 1,Gratuidad,14637
2022-02-20,Febrero,2022,Línea 1 Nochebús,Boleto,727
2022-02-20,Febrero,2022,Línea 1 Nochebús,Prepago,279
2022-02-20,Febrero,2022,Línea 1 Nochebús,Gratuidad,0
2022-02-20,Febrero,2022,Línea 2,Boleto,5864
2022-02-20,Febrero,2022,Línea 2,Prepago,2198
2022-02-20,Febrero,2022,Línea 2,Gratuidad,3839
2022-02-20,Febrero,2022,Línea 3,Boleto,5367
2022-02-20,Febrero,2022,Línea 3,Prepago,1813
2022-02-20,Febrero,2022,Línea 3,Gratuidad,3715
2022-02-20,Febrero,2022,Línea 4,Boleto,4469
2022-02-20,Febrero,2022,Línea 4,Prepago,0
2022-02-20,Febrero,2022,Línea 4,Gratuidad,1568
2022-02-20,Febrero,2022,Línea 5,Boleto,1760
2022-02-20,Febrero,2022,Línea 5,Prepago,0
2022-02-20,Febrero,2022,Línea 5,Gratuidad,637
2022-02-20,Febrero,2022,Línea 6,Boleto,2459
2022-02-20,Febrero,2022,Línea 6,Prepago,0
2022-02-20,Febrero,2022,Línea 6,Gratuidad,781
2022-02-20,Febrero,2022,Línea 7,Boleto,14207
2022-02-20,Febrero,2022,Línea 7,Prepago,1576
2022-02-20,Febrero,2022,Línea 7,Gratuidad,4223
2022-02-20,Febrero,2022,Línea 8,Boleto,0
2022-02-20,Febrero,2022,Línea 8,Prepago,0
2022-02-20,Febrero,2022,Línea 8,Gratuidad,0
2022-02-20,Febrero,2022,Línea 9,Boleto,2980
2022-02-20,Febrero,2022,Línea 9,Prepago,872
2022-02-20,Febrero,2022,Línea 9,Gratuidad,2236
2022-02-20,Febrero,2022,Línea 10 (Trolebús elevado),Boleto,0
2022-02-20,Febrero,2022,Línea 10 (Trolebús elevado),Prepago,0
2022-02-20,Febrero,2022,Línea 10 (Trolebús elevado),Gratuidad,0
2022-02-21,Febrero,2022,Línea 1,Boleto,36463
2022-02-21,Febrero,2022,Línea 1,Prepago,16698
2022-02-21,Febrero,2022,Línea 1,Gratuidad,22127
2022-02-21,Febrero,2022,Línea 1 Nochebús,Boleto,531
2022-02-21,Febrero,2022,Línea 1 Nochebús,Prepago,178
2022-02-21,Febrero,2022,Línea 1 Nochebús,Gratuidad,0
2022-02-21,Febrero,2022,Línea 2,Boleto,10636
2022-02-21,Febrero,2022,Línea 2,Prepago,5011
2022-02-21,Febrero,2022,Línea 2,Gratuidad,7452
2022-02-21,Febrero,2022,Línea 3,Boleto,5360
2022-02-21,Febrero,2022,Línea 3,Prepago,3178
2022-02-21,Febrero,2022,Línea 3,Gratuidad,4418
2022-02-21,Febrero,2022,Línea 4,Boleto,8348
2022-02-21,Febrero,2022,Línea 4,Prepago,0
2022-02-21,Febrero,2022,Línea 4,Gratuidad,2928
2022-02-21,Febrero,2022,Línea 5,Boleto,4572
2022-02-21,Febrero,2022,Línea 5,Prepago,0
2022-02-21,Febrero,2022,Línea 5,Gratuidad,1655
2022-02-21,Febrero,2022,Línea 6,Boleto,3562
2022-02-21,Febrero,2022,Línea 6,Prepago,0
2022-02-21,Febrero,2022,Línea 6,Gratuidad,1132
2022-02-21,Febrero,2022,Línea 7,Boleto,18141
2022-02-21,Febrero,2022,Línea 7,Prepago,2136
2022-02-21,Febrero,2022,Línea 7,Gratuidad,5426
2022-02-21,Febrero,2022,Línea 8,Boleto,1417
2022-02-21,Febrero,2022,Línea 8,Prepago,859
2022-02-21,Febrero,2022,Línea 8,Gratuidad,82
2022-02-21,Febrero,2022,Línea 9,Boleto,4387
2022-02-21,Febrero,2022,Línea 9,Prepago,1579
2022-02-21,Febrero,2022,Línea 9,Gratuidad,3463
2022-02-21,Febrero,2022,Línea 10 (Trolebús elevado),Boleto,0
2022-02-21,Febrero,2022,Línea 10 (Trolebús elevado),Prepago,0
2022-02-21,Febrero,2022,Línea 10 (Trolebús elevado),Gratuidad,0
2022-02-22,Febrero,2022,Línea 1,Boleto,35557
2022-02-22,Febrero,2022,Línea 1,Prepago,16631
2022-02-22,Febrero,2022,Línea 1,Gratuidad,21722
2022-02-22,Febrero,2022,Línea 1 Nochebús,Boleto,321
2022-02-22,Febrero,2022,Línea 1 Nochebús,Prepago,116
2022-02-22,Febrero,2022,Línea 1 Nochebús,Gratuidad,0
2022-02-22,Febrero,2022,Línea 2,Boleto,10224
2022-02-22,Febrero,2022,Línea 2,Prepago,5247
2022-02-22,Febrero,2022,Línea 2,Gratuidad,7368
2022-02-22,Febrero,2022,Línea 3,Boleto,5588
2022-02-22,Febrero,2022,Línea 3,Prepago,3239
2022-02-22,Febrero,2022,Línea 3,Gratuidad,4567
2022-02-22,Febrero,2022,Línea 4,Boleto,9090
2022-02-22,Febrero,2022,Línea 4,Prepago,0
2022-02-22,Febrero,2022,Línea 4,Gratuidad,3189
2022-02-22,Febrero,2022,Línea 5,Boleto,3415
2022-02-22,Febrero,2022,Línea 5,Prepago,0
2022-02-22,Febrero,2022,Línea 5,Gratuidad,1236
2022-02-22,Febrero,2022,Línea 6,Boleto,5581
2022-02-22,Febrero,2022,Línea 6,Prepago,0
2022-02-22,Febrero,2022,Línea 6,Gratuidad,1773
2022-02-22,Febrero,2022,Línea 7,Boleto,18686
2022-02-22,Febrero,2022,Línea 7,Prepago,2067
2022-02-22,Febrero,2022,Línea 7,Gratuidad,5553
2022-02-22,Febrero,2022,Línea 8,Boleto,1413
2022-02-22,Febrero,2022,Línea 8,Prepago,804
2022-02-22,Febrero,2022,Línea 8,Gratuidad,80
2022-02-22,Febrero,2022,Línea 9,Boleto,4349
2022-02-22,Febrero,2022,Línea 9,Prepago,1833
2022-02-22,Febrero,2022,Línea 9,Gratuidad,3589
2022-02-22,Febrero,2022,Línea 10 (Trolebús elevado),Boleto,0
2022-02-22,Febrero,2022,Línea 10 (Trolebús elevado),Prepago,0
2022-02-22,Febrero,2022,Línea 10 (Trolebús elevado),Gratuidad,0
2022-02-23,Febrero,2022,Línea 1,Boleto,36755
2022-02-23,Febrero,2022,Línea 1,Prepago,17260
2022-02-23,Febrero,2022,Línea 1,Gratuidad,22483
2022-02-23,Febrero,2022,Línea 1 Nochebús,Boleto,360
2022-02-23,Febrero,2022,Línea 1 Nochebús,Prepago,158
2022-02-23,Febrero,2022,Línea 1 Nochebús,Gratuidad,0
2022-02-23,Febrero,2022,Línea 2,Boleto,10750
2022-02-23,Febrero,2022,Línea 2,Prepago,5199
2022-02-23,Febrero,2022,Línea 2,Gratuidad,7595
2022-02-23,Febrero,2022,Línea 3,Boleto,5227
2022-02-23,Febrero,2022,Línea 3,Prepago,3150
2022-02-23,Febrero,2022,Línea 3,Gratuidad,4335
2022-02-23,Febrero,2022,Línea 4,Boleto,10296
2022-02-23,Febrero,2022,Línea 4,Prepago,0
2022-02-23,Febrero,2022,Línea 4,Gratuidad,3612
2022-02-23,Febrero,2022,Línea 5,Boleto,3166
2022-02-23,Febrero,2022,Línea 5,Prepago,0
2022-02-23,Febrero,2022,Línea 5,Gratuidad,1146
2022-02-23,Febrero,2022,Línea 6,Boleto,5488
2022-02-23,Febrero,2022,Línea 6,Prepago,0
2022-02-23,Febrero,2022,Línea 6,Gratuidad,1743
2022-02-23,Febrero,2022,Línea 7,Boleto,21595
2022-02-23,Febrero,2022,Línea 7,Prepago,2501
2022-02-23,Febrero,2022,Línea 7,Gratuidad,6448
2022-02-23,Febrero,2022,Línea 8,Boleto,1451
2022-02-23,Febrero,2022,Línea 8,Prepago,787
2022-02-23,Febrero,2022,Línea 8,Gratuidad,81
2022-02-23,Febrero,2022,Línea 9,Boleto,4512
2022-02-23,Febrero,2022,Línea 9,Prepago,1917
2022-02-23,Febrero,2022,Línea 9,Gratuidad,3732
2022-02-23,Febrero,2022,Línea 10 (Trolebús elevado),Boleto,0
2022-02-23,Febrero,2022,Línea 10 (Trolebús elevado),Prepago,0
2022-02-23,Febrero,2022,Línea 10 (Trolebús elevado),Gratuidad,0
2022-02-24,Febrero,2022,Línea 1,Boleto,36994
2022-02-24,Febrero,2022,Línea 1,Prepago,17944
2022-02-24,Febrero,2022,Línea 1,Gratuidad,22867
2022-02-24,Febrero,2022,Línea 1 Nochebús,Boleto,381
2022-02-24,Febrero,2022,Línea 1 Nochebús,Prepago,135
2022-02-24,Febrero,2022,Línea 1 Nochebús,Gratuidad,0
2022-02-24,Febrero,2022,Línea 2,Boleto,11024
2022-02-24,Febrero,2022,Línea 2,Prepago,5064
2022-02-24,Febrero,2022,Línea 2,Gratuidad,7662
2022-02-24,Febrero,2022,Línea 3,Boleto,4843
2022-02-24,Febrero,2022,Línea 3,Prepago,2887
2022-02-24,Febrero,2022,Línea 3,Gratuidad,4000
2022-02-24,Febrero,2022,Línea 4,Boleto,10020
2022-02-24,Febrero,2022,Línea 4,Prepago,0
2022-02-24,Febrero,2022,Línea 4,Gratuidad,3515
2022-02-24,Febrero,2022,Línea 5,Boleto,5311
2022-02-24,Febrero,2022,Línea 5,Prepago,0
2022-02-24,Febrero,2022,Línea 5,Gratuidad,1923
2022-02-24,Febrero,2022,Línea 6,Boleto,5961
2022-02-24,Febrero,2022,Línea 6,Prepago,0
2022-02-24,Febrero,2022,Línea 6,Gratuidad,1894
2022-02-24,Febrero,2022,Línea 7,Boleto,19317
2022-02-24,Febrero,2022,Línea 7,Prepago,2355
2022-02-24,Febrero,2022,Línea 7,Gratuidad,5799
2022-02-24,Febrero,2022,Línea 8,Boleto,1523
2022-02-24,Febrero,2022,Línea 8,Prepago,1101
2022-02-24,Febrero,2022,Línea 8,Gratuidad,95
2022-02-24,Febrero,2022,Línea 9,Boleto,4538
2022-02-24,Febrero,2022,Línea 9,Prepago,1969
2022-02-24,Febrero,2022,Línea 9,Gratuidad,3778
2022-02-24,Febrero,2022,Línea 10 (Trolebús elevado),Boleto,0
2022-02-24,Febrero,2022,Línea 10 (Trolebús elevado),Prepago,0
2022-02-24,Febrero,2022,Línea 10 (Trolebús elevado),Gratuidad,0
2022-02-25,Febrero,2022,Línea 1,Boleto,36990
2022-02-25,Febrero,2022,Línea 1,Prepago,17280
2022-02-25,Febrero,2022,Línea 1,Gratuidad,22589
2022-02-25,Febrero,2022,Línea 1 Nochebús,Boleto,414
2022-02-25,Febrero,2022,Línea 1 Nochebús,Prepago,192
2022-02-25,Febrero,2022,Línea 1 Nochebús,Gratuidad,0
2022-02-25,Febrero,2022,Línea 2,Boleto,11503
2022-02-25,Febrero,2022,Línea 2,Prepago,4967
2022-02-25,Febrero,2022,Línea 2,Gratuidad,7844
2022-02-25,Febrero,2022,Línea 3,Boleto,5743
2022-02-25,Febrero,2022,Línea 3,Prepago,3251
2022-02-25,Febrero,2022,Línea 3,Gratuidad,4654
2022-02-25,Febrero,2022,Línea 4,Boleto,9885
2022-02-25,Febrero,2022,Línea 4,Prepago,0
2022-02-25,Febrero,2022,Línea 4,Gratuidad,3468
2022-02-25,Febrero,2022,Línea 5,Boleto,5348
2022-02-25,Febrero,2022,Línea 5,Prepago,0
2022-02-25,Febrero,2022,Línea 5,Gratuidad,1936
2022-02-25,Febrero,2022,Línea 6,Boleto,4208
2022-02-25,Febrero,2022,Línea 6,Prepago,0
2022-02-25,Febrero,2022,Línea 6,Gratuidad,1337
2022-02-25,Febrero,2022,Línea 7,Boleto,19533
2022-02-25,Febrero,2022,Línea 7,Prepago,2263
2022-02-25,Febrero,2022,Línea 7,Gratuidad,5832
2022-02-25,Febrero,2022,Línea 8,Boleto,1011
2022-02-25,Febrero,2022,Línea 8,Prepago,661
2022-02-25,Febrero,2022,Línea 8,Gratuidad,60
2022-02-25,Febrero,2022,Línea 9,Boleto,4295
2022-02-25,Febrero,2022,Línea 9,Prepago,1769
2022-02-25,Febrero,2022,Línea 9,Gratuidad,3520
2022-02-25,Febrero,2022,Línea 10 (Trolebús elevado),Boleto,0
2022-02-25,Febrero,2022,Línea 10 (Trolebús elevado),Prepago,0
2022-02-25,Febrero,2022,Línea 10 (Trolebús elevado),Gratuidad,0
2022-02-26,Febrero,2022,Línea 1,Boleto,35456
2022-02-26,Febrero,2022,Línea 1,Prepago,15056
2022-02-26,Febrero,2022,Línea 1,Gratuidad,21025
2022-02-26,Febrero,2022,Línea 1 Nochebús,Boleto,817
2022-02-26,Febrero,2022,Línea 1 Nochebús,Prepago,323
2022-02-26,Febrero,2022,Línea 1 Nochebús,Gratuidad,0
2022-02-26,Febrero,2022,Línea 2,Boleto,8697
2022-02-26,Febrero,2022,Línea 2,Prepago,3561
2022-02-26,Febrero,2022,Línea 2,Gratuidad,5838
2022-02-26,Febrero,2022,Línea 3,Boleto,6702
2022-02-26,Febrero,2022,Línea 3,Prepago,2836
2022-02-26,Febrero,2022,Línea 3,Gratuidad,4935
2022-02-26,Febrero,2022,Línea 4,Boleto,6897
2022-02-26,Febrero,2022,Línea 4,Prepago,0
2022-02-26,Febrero,2022,Línea 4,Gratuidad,2419
2022-02-26,Febrero,2022,Línea 5,Boleto,3921
2022-02-26,Febrero,2022,Línea 5,Prepago,0
2022-02-26,Febrero,2022,Línea 5,Gratuidad,1420
2022-02-26,Febrero,2022,Línea 6,Boleto,4013
2022-02-26,Febrero,2022,Línea 6,Prepago,0
2022-02-26,Febrero,2022,Línea 6,Gratuidad,1275
2022-02-26,Febrero,2022,Línea 7,Boleto,17378
2022-02-26,Febrero,2022,Línea 7,Prepago,1939
2022-02-26,Febrero,2022,Línea 7,Gratuidad,5169
2022-02-26,Febrero,2022,Línea 8,Boleto,0
2022-02-26,Febrero,2022,Línea 8,Prepago,0
2022-02-26,Febrero,2022,Línea 8,Gratuidad,0
2022-02-26,Febrero,2022,Línea 9,Boleto,2822
2022-02-26,Febrero,2022,Línea 9,Prepago,1079
2022-02-26,Febrero,2022,Línea 9,Gratuidad,2264
2022-02-26,Febrero,2022,Línea 10 (Trolebús elevado),Boleto,0
2022-02-26,Febrero,2022,Línea 10 (Trolebús elevado),Prepago,0
